Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels
@user993	13	13	PROPN	O	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	['X', 'X', 'PUNCT', 'NUM', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'AUX', 'PRON', 'DET', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#cityvreal	21	21	['PROPN']	['O']	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	['X', 'X', 'PUNCT', 'NUM', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'AUX', 'PRON', 'DET', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
qb	7	7	['PROPN']	['O']	cam : why carolina panthers ' new qb is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302	['NOUN', 'PUNCT', 'ADV', 'PROPN', 'PROPN', 'PART', 'ADJ', 'PROPN', 'AUX', 'DET', 'ADJ', 'PROPN', 'NOUN', 'NOUN', 'ADV', 'SYM', 'PROPN', 'NOUN', 'PUNCT', 'ADP', 'X', 'PUNCT', 'X']	['B-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']
@user1027	0	0	PROPN	O	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	['PROPN', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'X', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user406	1	1	PROPN	O	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	['PROPN', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'X', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1923	0	0	PROPN	O	@user1923 did n't eat enough did i 🙄	['PROPN', 'AUX', 'PART', 'VERB', 'ADV', 'AUX', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user11	0	0	PROPN	O	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14	['PROPN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'SYM', 'X', 'X', 'VERB', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']
july	4	4	['PROPN']	['O']	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14	['PROPN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'SYM', 'X', 'X', 'VERB', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']
@user705	0	0	PROPN	O	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	['PROPN', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PART', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']
@user883	1	1	PROPN	O	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	['PROPN', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PART', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']
@user1437	2	2	PROPN	O	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	['PROPN', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PART', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']
@user1006	5	5	PROPN	O	rt @user563 : listen : @user1006 feat. elan noelle – i like the way url1596	['X', 'X', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O']
@user2066	9	9	PROPN	O	oh yeah ! spanked em ! way to go @user2066 #nascar 🏁 #ford	['INTJ', 'INTJ', 'PUNCT', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'PART', 'VERB', 'PROPN', 'X', 'SYM', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2291	8	8	PROPN	O	rt @user2291 : up first this morning for @user2291 is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …	['X', 'X', 'PUNCT', 'ADV', 'ADJ', 'DET', 'NOUN', 'ADP', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']
@user2253	0	0	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
@user420	1	1	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
@user335	2	2	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
@user2377	3	3	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
@user1375	4	4	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
@user821	5	5	PROPN	O	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
june	17	17	['PROPN']	['O']	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
@user1829	0	0	PROPN	O	@user1829 literally us 20 minutes ago url269	['PROPN', 'ADV', 'PRON', 'NUM', 'NOUN', 'ADV', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
#littlemix	15	15	['PROPN']	['O']	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user450	17	17	PROPN	O	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
may	0	0	['PROPN']	['O']	may 2015 was everything 😪	['PROPN', 'NUM', 'AUX', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O']
#yakima	15	15	['PROPN']	['O']	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333	['VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'PUNCT', 'X', 'PROPN', 'PUNCT', 'PROPN', 'X']	['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
bright	9	9	['PROPN']	['O']	rt @user2330 : save the best for you shine bright glen	['X', 'X', 'PUNCT', 'VERB', 'DET', 'ADJ', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER']
@user1577	0	0	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1678	1	1	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1632	2	2	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user85	3	3	PROPN	O	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
dashiki	4	4	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user29	0	0	PROPN	O	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	['PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2442	1	1	PROPN	O	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	['PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2265	2	2	PROPN	O	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	['PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1563	0	0	PROPN	O	@user1563 1 out of 10	['PROPN', 'NUM', 'ADP', 'ADP', 'NUM']	['O', 'O', 'O', 'O', 'O']
#espys	4	4	['PROPN']	['O']	"rt @user1292 : the #espys open with a powerful black lives matter tribute : "" we all have to do better "" url497 url621 …"	['X', 'X', 'PUNCT', 'DET', 'PROPN', 'ADJ', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'DET', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
mrs	8	8	['PROPN']	['O']	rt @user1346 : when your mate who 's mrs rarely lets him out makes it to the pub url1013	['X', 'X', 'PUNCT', 'ADV', 'PRON', 'NOUN', 'PRON', 'AUX', 'PROPN', 'ADV', 'VERB', 'PRON', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user50	0	0	PROPN	O	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	['PROPN', 'PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'ADP', 'PROPN', 'PART', 'PROPN', 'NOUN', 'ADV', 'ADP', 'NOUN']	['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
@user103	1	1	PROPN	O	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	['PROPN', 'PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'ADP', 'PROPN', 'PART', 'PROPN', 'NOUN', 'ADV', 'ADP', 'NOUN']	['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
dojo news	0	1	['PROPN', 'PROPN']	['O', 'O']	dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240	['PROPN', 'PROPN', 'PUNCT', 'ADV', 'ADP', 'DET', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'ADJ', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']
@user1789	0	0	PROPN	O	@user1789 😅😂 ima just shut up 🙂☝🏽️	['PROPN', 'SYM', 'VERB', 'ADV', 'VERB', 'ADP', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
cnblue	4	4	['PROPN']	['O']	rt @user966 : 20160319 cnblue #cometogetherinchongqing url767 url1452	['X', 'X', 'PUNCT', 'NUM', 'PROPN', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1278	0	0	PROPN	O	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	['PROPN', 'PROPN', 'PROPN', 'PRON', 'NOUN', 'VERB', 'PRON', 'AUX', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user867	1	1	PROPN	O	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	['PROPN', 'PROPN', 'PROPN', 'PRON', 'NOUN', 'VERB', 'PRON', 'AUX', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1643	2	2	PROPN	O	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	['PROPN', 'PROPN', 'PROPN', 'PRON', 'NOUN', 'VERB', 'PRON', 'AUX', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
zig zag	25	26	['PROPN', 'PROPN']	['O', 'O']	rt @user1760 : crocodiles are fast on their feet , but can not turn very well . if one is chasing you , run in zig zag lines .	['X', 'X', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'AUX', 'PART', 'VERB', 'ADV', 'ADV', 'PUNCT', 'SCONJ', 'NUM', 'AUX', 'VERB', 'PRON', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user720	0	0	PROPN	O	@user720 dylan and chris wo nt be there will they ?	['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'PART', 'AUX', 'PRON', 'AUX', 'PRON', 'PUNCT']	['O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
july	7	7	['PROPN']	['O']	"rt @user2443 : take advantage of our july 4th sales event ! use the code "" july4 "" for 15 % off your order ! 🇺🇸 url465 💪🏼 url218 …"	['X', 'X', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PRON', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NUM', 'SYM', 'NOUN', 'PRON', 'NOUN', 'PUNCT', 'X', 'X', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#gbv	21	21	['PROPN']	['O']	rt @user1411 : women are more likely to experience physical violence committed by their spouse than men . speak up against #gbv . url222 …	['X', 'X', 'PUNCT', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PART', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADP', 'PROPN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1479	1	1	PROPN	O	#ff @user1479 the national campaign dedicated 2 tackling youth unemployment . home of the youth friendly badge & youth employment e-magazine	['X', 'PROPN', 'DET', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']
#studentexperience	5	5	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2155	6	6	PROPN	O	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#uniexperience	15	15	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1622	0	0	PROPN	O	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	['PROPN', 'PROPN', 'AUX', 'PRON', 'INTJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'CCONJ', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
