Orig Index	Word	Start Word Index	End Word Index	POS Label	Spacy POS Label	Final POS Label	NER Label	Spacy NER Label	Tweet	Candidate Label	PROPOSED NER Label	LW NER Label	Alec NER Label	LW Additional Notes
307	@user1374	4	4	['PROPN']	['X']	['X']	['O']	[]	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : @user334 <[@user1374]> @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	B-PER	B-PER	B-PER	
308	@user1792	5	5	['PROPN']	['X']	['X']	['O']	[]	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...	rt @user799 : @user334 @user1374 <[@user1792]> we just started this online petition . see how loved you all are ! :) url1 ...	B-PER	B-PER	B-PER	
309	@user831	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	rt @user846 : “ <[@user831]> : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	B-PER	B-PER	B-PER	
310	#oomf	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user846 : “ @user831 : #oomf is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	rt @user846 : “ @user831 : <[#oomf]> is a liar , kaylee knows who i m talking about ” a lot of yur followers r liars ! lol	B-MISC	B-MISC	B-MISC	could be person, could be organization
311	@user1967	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user920 : @user1967 @user940 lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	rt @user920 : <[@user1967]> @user940 lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	B-PER	B-PER	B-PER	
312	@user940	4	4	['PROPN']	['X']	['X']	['O']	[]	rt @user920 : @user1967 @user940 lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	rt @user920 : @user1967 <[@user940]> lmao ! " if you not down with birdman i ca n't fuck with you musically !!! " < trueshit	B-PER	B-PER	B-PER	
313	@user965	6	6	['PROPN']	['X']	['X']	['O']	[]	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	rt @user965 : rt @user1310 : <[@user965]> this is my favorite screen shot from #rtm ;) ---> url198	B-PER	B-PER	B-PER	
314	#rtm	14	14	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from #rtm ;) ---> url198	rt @user965 : rt @user1310 : @user965 this is my favorite screen shot from <[#rtm]> ;) ---> url198	B-MISC	B-MISC	B-MISC	
315	@user2309	10	10	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1008 : check out the hot new la artist @user2309 music . his new mixtape " no turning back " ===}} url74 ...	rt @user1008 : check out the hot new la artist <[@user2309]> music . his new mixtape " no turning back " ===}} url74 ...	B-PER	B-PER	B-PER	
316	@user2138	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1050 : @user2138 forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	rt @user1050 : <[@user2138]> forget that ! i 'm ready for your u.s. tour in april and may of 2011 !!!! hell to the yes !!! #americaloveskylie	B-PER	B-PER	B-PER	
319	@user1197	7	7	['PROPN']	['NUM']	['NUM']	['O']	[]	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	rt @user1069 where is punk ass , <[@user1197]> tonite !!! < honestly who cares ?? :-p	B-PER	B-PER	B-PER	
322	@user664	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	rt @user1511 : do n't nonsense ley ! we brother sister ! :d <[@user664]> i thought you love @user1478 ma !	B-PER	B-PER	B-PER	
323	@user1478	18	18	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love @user1478 ma !	rt @user1511 : do n't nonsense ley ! we brother sister ! :d @user664 i thought you love <[@user1478]> ma !	B-PER	B-PER	B-PER	
324	@user2024	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1655 : . #walesaid dt @user2024 should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	rt @user1655 : . #walesaid dt <[@user2024]> should go downtown ! lol !!.. #jammy --> lmao !! man bianca !!!	B-PER	B-PER	B-PER	
326	@user2065	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user1803 : @user2065 oh , hey thanks jerk !	rt @user1803 : <[@user2065]> oh , hey thanks jerk !	B-PER	B-PER	B-PER	
327	@user715	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1908 : i saw @user715 : never say never and here 's what i thought : url118 viva el biebs !!	rt @user1908 : i saw <[@user715]> : never say never and here 's what i thought : url118 viva el biebs !!	B-PER	B-PER	B-PER	
328	@user1917	12	12	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga <[@user1917]> kome in with the singing on #hawthornenigga #noelton - ...	B-PER	B-PER	B-PER	
329	#hawthornenigga	19	19	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on <[#hawthornenigga]> #noelton - ...	B-MISC	B-MISC	B-MISC	
330	#noelton	20	20	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga #noelton - ...	rt @user1917 : rt @user2129 : #random ii love how this nigga @user1917 kome in with the singing on #hawthornenigga <[#noelton]> - ...	B-MISC	B-MISC	B-MISC	
331	@user610	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1962 : shout - out to @user610 definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	rt @user1962 : shout - out to <[@user610]> definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « ayyye !	B-PER	B-PER	B-PER	
332	@user74	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1987 : @user74 got them black girl groupies though	rt @user1987 : <[@user74]> got them black girl groupies though	B-PER	B-PER	B-PER	
333	@user623	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2087 : @user623 do nt really know where i would be without you and demi <3 i luv youuuu	rt @user2087 : <[@user623]> do nt really know where i would be without you and demi <3 i luv youuuu	B-PER	B-PER	B-PER	
334	@user787	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user2105 : @user787 this park is the cutest thing ever omg url104	rt @user2105 : <[@user787]> this park is the cutest thing ever omg url104	B-PER	B-PER	B-PER	
335	@user2327	8	8	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at <[@user2327]> 's home with @user404 @user2349 @user2219 and @user2498 :)	B-PER	B-PER	B-PER	
336	@user404	12	12	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with <[@user404]> @user2349 @user2219 and @user2498 :)	B-PER	B-PER	B-PER	
337	@user2349	13	13	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 <[@user2349]> @user2219 and @user2498 :)	B-PER	B-PER	B-PER	
338	@user2219	14	14	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 <[@user2219]> and @user2498 :)	B-PER	B-PER	B-PER	
339	@user2498	16	16	['PROPN']	['X']	['X']	['O']	[]	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and @user2498 :)	rt @user2373 : hello , i 'm at @user2327 's home with @user404 @user2349 @user2219 and <[@user2498]> :)	B-PER	B-PER	B-PER	
340	@user1152	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »	rt @user2405 « <[@user1152]> @user401 cuffin in the avi , gim me $ 20 »	B-PER	B-PER	B-PER	
341	@user401	4	4	['PROPN']	['NUM']	['NUM']	['O']	[]	rt @user2405 « @user1152 @user401 cuffin in the avi , gim me $ 20 »	rt @user2405 « @user1152 <[@user401]> cuffin in the avi , gim me $ 20 »	B-PER	B-PER	B-PER	
342	@user1426	19	19	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then @user1426 came out and sang ' yeah ! ' with me . i 'm thinking ...	rt @user2514 : i got to say ' peace up , a - town down ' in atlanta then <[@user1426]> came out and sang ' yeah ! ' with me . i 'm thinking ...	B-PER	B-PER	B-PER	
343	@user2317	15	15	['PROPN']	['X']	['X']	['O']	[]	rt @user2563 : there is no new media : it ’s all new consumption by @user2317 url29 #newspaper #media	rt @user2563 : there is no new media : it ’s all new consumption by <[@user2317]> url29 #newspaper #media	B-PER	B-PER	B-PER	
347	@user776	23	23	['PROPN']	['NUM']	['NUM']	['O']	[]	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : @user776 ahahha liar ! how are u ?	sad ! you called me a liar when i was searous . you know you were my bottom bish ! rt @user984 : <[@user776]> ahahha liar ! how are u ?	B-PER	B-PER	B-PER	
348	@user2102	6	6	['PROPN']	['X']	['X']	['O']	[]	someone is n't replying back ! @user2102	someone is n't replying back ! <[@user2102]>	B-PER	B-PER	B-PER	
349	@user1143	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	stupid kilkenny did n't get to meet @user1143 :/	stupid kilkenny did n't get to meet <[@user1143]> :/	B-PER	B-PER	B-PER	
350	@user244	2	2	['PROPN']	['X']	['X']	['O']	[]	tagged : @user244 @user2193 - url117	tagged : <[@user244]> @user2193 - url117	B-PER	B-PER	B-PER	
351	@user2193	3	3	['PROPN']	['X']	['X']	['O']	[]	tagged : @user244 @user2193 - url117	tagged : @user244 <[@user2193]> - url117	B-PER	B-PER	B-PER	
354	boots	11	11	['PROPN']	['NOUN']	['NOUN']	['O']	[]	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144	ty beanie babies - set of 2 beanies ( dora & <[boots]> ) : ty beanie babies set of 2- dora the explorer and boots url144	O	B-MISC	B-MISC	
355	boots	24	24	['PROPN']	['NOUN']	['NOUN']	['O']	[]	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and <[boots]> url144	O	B-MISC	B-MISC	
360	@user135	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao	where 's the video <[@user135]> & @user2519 took of me ?? exactly ! lmao	B-PER	B-PER	B-PER	
361	@user2519	6	6	['PROPN']	['NOUN']	['NOUN']	['O']	[]	where 's the video @user135 & @user2519 took of me ?? exactly ! lmao	where 's the video @user135 & <[@user2519]> took of me ?? exactly ! lmao	B-PER	B-PER	B-PER	
363	nnw	3	3	['PROPN']	['NOUN']	['NOUN']	['O']	[]	wind 2.2 mph nnw . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %	wind 2.2 mph <[nnw]> . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %	O	B-MISC	B-MISC	
364	@user1575	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	yeeeeeees lakers !!! rt @user735 : @user1575 the laker girls danced to fye at halftime !!	yeeeeeees lakers !!! rt @user735 : <[@user1575]> the laker girls danced to fye at halftime !!	B-PER	B-PER	B-PER	
365	xmas	8	8	['PROPN']	['PROPN']	['PROPN']	['O']	[]	[ post ] spammy ’s 12 days of xmas : day 2 – burning the tool log url129	[ post ] spammy ’s 12 days of <[xmas]> : day 2 – burning the tool log url129	B-MISC	B-MISC	B-MISC	
367	@user1707	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	hello @user1707 , i miss you , i love you ! ♥ #4	hello <[@user1707]> , i miss you , i love you ! ♥ #4	B-PER	B-PER	B-PER	
370	@user2082	1	1	['PROPN']	['X']	['X']	['O']	[]	url207 @user2082 look what i made ?	url207 <[@user2082]> look what i made ?	B-PER	B-PER	B-PER	
371	@user1881	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	i heart @user1881 's true music that inspires me to intake my beauty , roots , and willingness to take on anything .	i heart <[@user1881]> 's true music that inspires me to intake my beauty , roots , and willingness to take on anything .	B-PER	B-PER	B-PER	
374	@user2649	1	1	['PROPN']	['X']	['X']	['O']	[]	nowfollowing @user2649 lem me give him a quick s\o !!! ladies follow him he 's #teamfollowback hey chris !!!	nowfollowing <[@user2649]> lem me give him a quick s\o !!! ladies follow him he 's #teamfollowback hey chris !!!	B-PER	B-PER	B-PER	
376	@user741	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	« @user741 #kayoq & a ladies what if u tell a guy " i love you " and he says " oh ok " ....... then what ? » then he do n't love you lol	« <[@user741]> #kayoq & a ladies what if u tell a guy " i love you " and he says " oh ok " ....... then what ? » then he do n't love you lol	B-PER	B-PER	B-PER	
377	#kayoq	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	« @user741 #kayoq & a ladies what if u tell a guy " i love you " and he says " oh ok " ....... then what ? » then he do n't love you lol	« @user741 <[#kayoq]> & a ladies what if u tell a guy " i love you " and he says " oh ok " ....... then what ? » then he do n't love you lol	B-MISC	B-MISC	B-MISC	
378	@user601	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	“ <[@user601]> blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	B-PER	B-PER	B-PER	
381	@user1305	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	“ @user1305 : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”	“ <[@user1305]> : i just voted for ian somerhalder #tvdramaactor #peopleschoice . retweet to vote url130 via @user2342 ”	B-PER	B-PER	B-PER	
383	@user698	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2212 : @user698 i 'll literally be there at 7:07 . :d	rt @user2212 : <[@user698]> i 'll literally be there at 7:07 . :d	B-PER	B-PER	B-PER	
384	dawn	9	9	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1504 : it is always darkest before the dawn ! we are passing through the darkest times in pak history , fajr can not be far .. ht …	rt @user1504 : it is always darkest before the <[dawn]> ! we are passing through the darkest times in pak history , fajr can not be far .. ht …	O	B-MISC	B-MISC	
386	fb	8	8	['PROPN']	['NOUN']	['NOUN']	['O']	[]	g310 . not bad !! ( pic via fb ) url1021	g310 . not bad !! ( pic via <[fb]> ) url1021	O	B-ORG	B-ORG	
387	@user2343	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2343 she should be killed in the same way .	<[@user2343]> she should be killed in the same way .	B-PER	B-PER	B-PER	
388	@user1170	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1170 investigate for you . i hope this helps . 3/3 ^ gareth url735	<[@user1170]> investigate for you . i hope this helps . 3/3 ^ gareth url735	B-PER	B-PER	B-PER	
390	@user2613	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2613 a followback , please ? 🐙	<[@user2613]> a followback , please ? 🐙	B-PER	B-PER	B-PER	
392	@user2481	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2481 maybe 😂	<[@user2481]> maybe 😂	B-PER	B-PER	B-PER	
393	@user371	7	7	['PROPN']	['X']	['X']	['O']	[]	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388	rt @user313 : #newmusic #rapvideos bounce by <[@user371]> ft @user241 #mtvblog ... url388	B-PER	B-PER	B-PER	
394	@user241	9	9	['PROPN']	['X']	['X']	['O']	[]	rt @user313 : #newmusic #rapvideos bounce by @user371 ft @user241 #mtvblog ... url388	rt @user313 : #newmusic #rapvideos bounce by @user371 ft <[@user241]> #mtvblog ... url388	B-PER	B-PER	B-PER	
400	@user21	5	5	['PROPN']	['X']	['X']	['O']	[]	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	my #teenchoice for #choicemusicgroup is <[@user21]> ! 31.05.2016	B-PER	B-PER	B-PER	
401	@user2196	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2196 well next time i need a spoon , i will define the term " illegal "	<[@user2196]> well next time i need a spoon , i will define the term " illegal "	B-PER	B-PER	B-PER	
402	@user693	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user693 alright bro	<[@user693]> alright bro	B-PER	B-PER	B-PER	
404	@user1860	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1860 giving us insights on global governance at @user1254 " we want more than we need " url626	<[@user1860]> giving us insights on global governance at @user1254 " we want more than we need " url626	B-PER	B-PER	B-PER	
405	@user1254	8	8	['PROPN']	['X']	['X']	['O']	[]	@user1860 giving us insights on global governance at @user1254 " we want more than we need " url626	@user1860 giving us insights on global governance at <[@user1254]> " we want more than we need " url626	B-PER	B-PER	B-PER	
409	@user2659	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2659 you are just a little boy from bradford and now you are smashing it . so fucking proud	<[@user2659]> you are just a little boy from bradford and now you are smashing it . so fucking proud	B-PER	B-PER	B-PER	
410	mge	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo	solo queue ( ~ <[mge]> ) is close to being unplayable . url640 @user476 #csgo	B-MISC	B-MISC	B-MISC	
411	@user476	13	13	['PROPN']	['X']	['X']	['O']	[]	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo	solo queue ( ~ mge ) is close to being unplayable . url640 <[@user476]> #csgo	B-PER	B-PER	B-PER	
412	#soundcloud	22	22	['PROPN']	['PROPN']	['PROPN']	['O']	[]	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on #soundcloud url1630	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on <[#soundcloud]> url1630	B-MISC	B-ORG	B-ORG	
413	#periscope	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151	live on <[#periscope]> : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151	B-MISC	B-MISC	B-MISC	product
415	motocross	11	11	['PROPN']	['NOUN']	['NOUN']	['O']	[]	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha motocross url739 url527	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha <[motocross]> url739 url527	O	B-MISC	B-MISC	brand
417	@user49	15	15	['PROPN']	['INTJ']	['INTJ']	['O']	[]	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49	when ya friend fake tired so she do n't have to answer your ft 🙃 <[@user49]>	B-PER	B-PER	B-PER	
423	roxas	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	roxas rising url1024	<[roxas]> rising url1024	B-MISC	B-MISC	B-MISC	
424	@user811	0	0	['PROPN']	['X']	['X']	['O']	[]	@user811 hi , linda ! it seems so based on statements hrc has made ... bs and hrc are meeting tomorrow . we shall see ...	<[@user811]> hi , linda ! it seems so based on statements hrc has made ... bs and hrc are meeting tomorrow . we shall see ...	B-PER	B-PER	B-PER	
426	h	0	0	['PROPN']	['INTJ']	['INTJ']	['O']	[]	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	<[h]> ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	O	O	O	
427	@user548	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	h ! <[@user548]> ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	B-PER	B-PER	B-PER	
428	@user750	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user750 congratulations .	<[@user750]> congratulations .	B-PER	B-PER	B-PER	
430	@user225	10	10	['PROPN']	['X']	['X']	['O']	[]	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 <[@user225]> @user1211 @user1348 @user458	B-PER	B-PER	B-PER	
431	@user1211	11	11	['PROPN']	['X']	['X']	['O']	[]	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 @user225 <[@user1211]> @user1348 @user458	B-PER	B-PER	B-PER	
432	@user1348	12	12	['PROPN']	['X']	['X']	['O']	[]	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 <[@user1348]> @user458	B-PER	B-PER	B-PER	
433	@user458	13	13	['PROPN']	['X']	['X']	['O']	[]	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 <[@user458]>	B-PER	B-PER	B-PER	
434	@user2259	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2259 your answer is limits ...	<[@user2259]> your answer is limits ...	B-PER	B-PER	B-PER	
435	@user2540	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2540 hey the normal thing was from me	<[@user2540]> hey the normal thing was from me	B-PER	B-PER	B-PER	
436	wic	10	10	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2607 : reset epson waste ink counter overflow by wic and reset key url469 #wic #resetkey #epson #printer	rt @user2607 : reset epson waste ink counter overflow by <[wic]> and reset key url469 #wic #resetkey #epson #printer	B-MISC	B-MISC	B-MISC	
437	@user353	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user353 i swear 💯	<[@user353]> i swear 💯	B-PER	B-PER	B-PER	
438	@user1775	18	18	['PROPN']	['X']	['X']	['O']	[]	haiti earthquake 2011 . hillary 's brother got the gold mine . haiti got the shaft . url1453 @user1775 #dncphl #dncconvention	haiti earthquake 2011 . hillary 's brother got the gold mine . haiti got the shaft . url1453 <[@user1775]> #dncphl #dncconvention	B-PER	B-PER	B-PER	
439	@user992	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …	rt @user1 : <[@user992]> when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …	B-PER	B-PER	B-PER	
440	@user513	10	10	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1 : @user992 when you are constantly interrupted by @user513 tonight , as you will be , please ask him why he is so fear …	rt @user1 : @user992 when you are constantly interrupted by <[@user513]> tonight , as you will be , please ask him why he is so fear …	B-PER	B-PER	B-PER	
441	@user423	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user2486 : @user423 multimedia earned money url1114	rt @user2486 : <[@user423]> multimedia earned money url1114	B-PER	B-PER	B-PER	could be org depending on context
442	@user1477	11	11	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user751 : wow the place is packed ! good luck @user1477 let your star shine it s brightest ! #adatewithxian url1267	rt @user751 : wow the place is packed ! good luck <[@user1477]> let your star shine it s brightest ! #adatewithxian url1267	B-PER	B-PER	B-PER	
443	@user2659	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2659 follow me ×5129	<[@user2659]> follow me ×5129	B-PER	B-PER	B-PER	
444	@user993	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	rt @user847 : one final team check ahead of kick - off . <[@user993]> in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	B-PER	B-PER	B-PER	
445	#cityvreal	21	21	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at <[#cityvreal]> . how 're we all feeling ?! url224 …	B-MISC	B-MISC	B-MISC	
447	@user1027	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	<[@user1027]> @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	B-PER	B-PER	B-PER	
448	@user406	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1027 @user406 i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	@user1027 <[@user406]> i do n't like eminem but he said the right words . 2 pac changed rap music in much ways . salute . #realnigga 👑👌	B-PER	B-PER	B-PER	
450	@user11	0	0	['PROPN']	['X']	['X']	['O']	[]	@user11 free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14	<[@user11]> free 4th of july concert at operanightclub in atl 🎉 url1406 #savagemode rt x14	B-PER	B-PER	B-PER	
452	@user705	0	0	['PROPN']	['X']	['X']	['O']	[]	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	<[@user705]> @user883 @user1437 the band from the carl 's jr commercial ?	B-PER	B-PER	B-PER	
453	@user883	1	1	['PROPN']	['X']	['X']	['O']	[]	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	@user705 <[@user883]> @user1437 the band from the carl 's jr commercial ?	B-PER	B-PER	B-PER	
454	@user1437	2	2	['PROPN']	['X']	['X']	['O']	[]	@user705 @user883 @user1437 the band from the carl 's jr commercial ?	@user705 @user883 <[@user1437]> the band from the carl 's jr commercial ?	B-PER	B-PER	B-PER	
455	@user1006	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user563 : listen : @user1006 feat. elan noelle – i like the way url1596	rt @user563 : listen : <[@user1006]> feat. elan noelle – i like the way url1596	B-PER	B-PER	B-PER	
457	@user2291	8	8	['PROPN']	['X']	['X']	['O']	[]	rt @user2291 : up first this morning for @user2291 is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …	rt @user2291 : up first this morning for <[@user2291]> is the history of time travel @user1058 @user582 #pff2016 #ihsff url221 …	B-PER	B-PER	B-PER	
458	@user2253	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	<[@user2253]> @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	B-PER	B-PER	B-PER	
