Sentence Index	Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels
809	@user1375	4	4	['PROPN']	['O']	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
809	@user821	5	5	['PROPN']	['O']	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
809	june	17	17	['PROPN']	['O']	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
814	@user1829	0	0	['PROPN']	['O']	@user1829 literally us 20 minutes ago url269	['PROPN', 'ADV', 'PRON', 'NUM', 'NOUN', 'ADV', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
817	#littlemix	15	15	['PROPN']	['O']	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
817	@user450	17	17	['PROPN']	['O']	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
819	may	0	0	['PROPN']	['O']	may 2015 was everything 😪	['PROPN', 'NUM', 'AUX', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O']
820	#yakima	15	15	['PROPN']	['O']	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333	['VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'PUNCT', 'X', 'PROPN', 'PUNCT', 'PROPN', 'X']	['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
823	bright	9	9	['PROPN']	['O']	rt @user2330 : save the best for you shine bright glen	['X', 'X', 'PUNCT', 'VERB', 'DET', 'ADJ', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER']
824	@user1577	0	0	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
824	@user1678	1	1	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
824	@user1632	2	2	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
824	@user85	3	3	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
824	dashiki	4	4	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
826	@user29	0	0	['PROPN']	['O']	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	['PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
826	@user2442	1	1	['PROPN']	['O']	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	['PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
826	@user2265	2	2	['PROPN']	['O']	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	['PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
827	@user1563	0	0	['PROPN']	['O']	@user1563 1 out of 10	['PROPN', 'NUM', 'ADP', 'ADP', 'NUM']	['O', 'O', 'O', 'O', 'O']
828	#espys	4	4	['PROPN']	['O']	"rt @user1292 : the #espys open with a powerful black lives matter tribute : "" we all have to do better "" url497 url621 …"	['X', 'X', 'PUNCT', 'DET', 'PROPN', 'ADJ', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'DET', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
835	mrs	8	8	['PROPN']	['O']	rt @user1346 : when your mate who 's mrs rarely lets him out makes it to the pub url1013	['X', 'X', 'PUNCT', 'ADV', 'PRON', 'NOUN', 'PRON', 'AUX', 'PROPN', 'ADV', 'VERB', 'PRON', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
838	@user50	0	0	['PROPN']	['O']	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	['PROPN', 'PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'ADP', 'PROPN', 'PART', 'PROPN', 'NOUN', 'ADV', 'ADP', 'NOUN']	['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
838	@user103	1	1	['PROPN']	['O']	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	['PROPN', 'PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'ADP', 'PROPN', 'PART', 'PROPN', 'NOUN', 'ADV', 'ADP', 'NOUN']	['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
839	dojo news	0	1	['PROPN', 'PROPN']	['O', 'O']	dojo news : ahead of all - american top team title fight , take a tour of the team ’s new florida headquarters url1240	['PROPN', 'PROPN', 'PUNCT', 'ADV', 'ADP', 'DET', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'ADJ', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']
842	@user1789	0	0	['PROPN']	['O']	@user1789 😅😂 ima just shut up 🙂☝🏽️	['PROPN', 'SYM', 'VERB', 'ADV', 'VERB', 'ADP', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
845	cnblue	4	4	['PROPN']	['O']	rt @user966 : 20160319 cnblue #cometogetherinchongqing url767 url1452	['X', 'X', 'PUNCT', 'NUM', 'PROPN', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
848	@user1278	0	0	['PROPN']	['O']	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	['PROPN', 'PROPN', 'PROPN', 'PRON', 'NOUN', 'VERB', 'PRON', 'AUX', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
848	@user867	1	1	['PROPN']	['O']	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	['PROPN', 'PROPN', 'PROPN', 'PRON', 'NOUN', 'VERB', 'PRON', 'AUX', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
848	@user1643	2	2	['PROPN']	['O']	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	['PROPN', 'PROPN', 'PROPN', 'PRON', 'NOUN', 'VERB', 'PRON', 'AUX', 'PRON', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
852	zig zag	25	26	['PROPN', 'PROPN']	['O', 'O']	rt @user1760 : crocodiles are fast on their feet , but can not turn very well . if one is chasing you , run in zig zag lines .	['X', 'X', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'AUX', 'PART', 'VERB', 'ADV', 'ADV', 'PUNCT', 'SCONJ', 'NUM', 'AUX', 'VERB', 'PRON', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
856	@user720	0	0	['PROPN']	['O']	@user720 dylan and chris wo nt be there will they ?	['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'PART', 'AUX', 'PRON', 'AUX', 'PRON', 'PUNCT']	['O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
861	july	7	7	['PROPN']	['O']	"rt @user2443 : take advantage of our july 4th sales event ! use the code "" july4 "" for 15 % off your order ! 🇺🇸 url465 💪🏼 url218 …"	['X', 'X', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PRON', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NUM', 'SYM', 'NOUN', 'PRON', 'NOUN', 'PUNCT', 'X', 'X', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
862	#gbv	21	21	['PROPN']	['O']	rt @user1411 : women are more likely to experience physical violence committed by their spouse than men . speak up against #gbv . url222 …	['X', 'X', 'PUNCT', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PART', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADP', 'PROPN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
863	@user1479	1	1	['PROPN']	['O']	#ff @user1479 the national campaign dedicated 2 tackling youth unemployment . home of the youth friendly badge & youth employment e-magazine	['X', 'PROPN', 'DET', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']
864	#studentexperience	5	5	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
864	@user2155	6	6	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
864	#uniexperience	15	15	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
868	@user1622	0	0	['PROPN']	['O']	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	['PROPN', 'PROPN', 'AUX', 'PRON', 'INTJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'CCONJ', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
868	@user218	1	1	['PROPN']	['O']	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	['PROPN', 'PROPN', 'AUX', 'PRON', 'INTJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'CCONJ', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
868	@user1885	15	15	['PROPN']	['O']	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	['PROPN', 'PROPN', 'AUX', 'PRON', 'INTJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'CCONJ', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
869	guilty gear	5	6	['PROPN', 'PROPN']	['O', 'O']	rt @user1456 : dizzy in guilty gear #evo2016 url401	['X', 'X', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'X', 'X']	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']
871	@user1483	26	26	['PROPN']	['O']	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 @user437 #sma …	['X', 'X', 'PUNCT', 'ADV', 'NUM', 'ADV', 'ADP', 'NUM', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PRON', 'PUNCT', 'AUX', 'PRON', 'VERB', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
871	@user437	27	27	['PROPN']	['O']	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 @user437 #sma …	['X', 'X', 'PUNCT', 'ADV', 'NUM', 'ADV', 'ADP', 'NUM', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PRON', 'PUNCT', 'AUX', 'PRON', 'VERB', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
872	#amazon	7	7	['PROPN']	['O']	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …	['DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'X', 'X', 'X', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PROPN', 'AUX', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O']
872	#affiliate	8	8	['PROPN']	['O']	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …	['DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'X', 'X', 'X', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PROPN', 'AUX', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O']
877	@user126	0	0	['PROPN']	['O']	@user126 he listened	['PROPN', 'PRON', 'VERB']	['O', 'O', 'O']
881	@user1828	18	18	['PROPN']	['O']	"rt @user170 : "" they "" do n't want you to be concerned about climate change , but @user1828 & i want you to be . major 🔑 / major 🔬 url1175 …"	['X', 'X', 'PUNCT', 'PUNCT', 'PRON', 'PUNCT', 'AUX', 'PART', 'VERB', 'PRON', 'PART', 'AUX', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'PART', 'AUX', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
883	@user189	0	0	['PROPN']	['O']	@user189 @user1237 oh cry me a river will you 🙄	['PROPN', 'PROPN', 'INTJ', 'VERB', 'PRON', 'DET', 'NOUN', 'AUX', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
883	@user1237	1	1	['PROPN']	['O']	@user189 @user1237 oh cry me a river will you 🙄	['PROPN', 'PROPN', 'INTJ', 'VERB', 'PRON', 'DET', 'NOUN', 'AUX', 'PRON', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
885	@user2564	23	23	['PROPN']	['O']	rt @user1473 : not included in that was the growing , scary abuse , & racial attacks occurring on & offline post brexit @user2564 h …	['X', 'X', 'PUNCT', 'PART', 'VERB', 'ADP', 'PRON', 'AUX', 'DET', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'ADV', 'NOUN', 'NOUN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']
887	#westworld	15	15	['PROPN']	['O']	rt @user1677 : our genius producer / writers / showrunners answer a few things about #westworld url1555	['X', 'X', 'PUNCT', 'PRON', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
889	uk	5	5	['PROPN']	['O']	i totally agree ban islam uk url512	['PRON', 'ADV', 'VERB', 'VERB', 'PROPN', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']
891	@user397	0	0	['PROPN']	['O']	@user397 we love you ekpe please !!	['PROPN', 'PRON', 'VERB', 'PRON', 'PROPN', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
891	ekpe	4	4	['PROPN']	['O']	@user397 we love you ekpe please !!	['PROPN', 'PRON', 'VERB', 'PRON', 'PROPN', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
892	march	6	6	['PROPN']	['O']	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …	['X', 'X', 'PUNCT', 'INTJ', 'PUNCT', 'ADP', 'PROPN', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'PROPN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
892	@user1059	19	19	['PROPN']	['O']	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …	['X', 'X', 'PUNCT', 'INTJ', 'PUNCT', 'ADP', 'PROPN', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'PROPN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
