	Sentence Index	Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels	PROPOSED NER Label	FINAL NER Label
553	973	#socialmediaqueen	5	5	['PROPN']	['O']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	['NUM', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']	O	B-MISC
554	973	#choicefemalehottie	6	6	['PROPN']	['O']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	['NUM', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']	O	B-MISC
555	973	#choiceinstagrammer	7	7	['PROPN']	['O']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	['NUM', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']	B-MISC	B-MISC
565	984	#sdcc2016	6	6	['PROPN']	['O']	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	['X', 'X', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'X', 'X', 'SYM', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
569	997	#hyderabad	6	6	['PROPN']	['O']	rt @user559 : join us in #hyderabad for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …	['X', 'X', 'PUNCT', 'VERB', 'PRON', 'ADP', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
570	997	#smartmapp	13	13	['PROPN']	['O']	rt @user559 : join us in #hyderabad for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …	['X', 'X', 'PUNCT', 'VERB', 'PRON', 'ADP', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
575	1004	rs.	14	14	['PROPN']	['O']	rt @user1990 : oneplus 3 to come to india 15th june will start at rs. 23999 url951 #oneplus #india #oneplus3	['X', 'X', 'PUNCT', 'PROPN', 'NUM', 'PART', 'VERB', 'ADP', 'PROPN', 'NOUN', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'NUM', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
579	1011	pc	5	5	['PROPN']	['O']	rt @user511 : asus gaming pc giveaway follow me & @user490 turn on mobile notifications retweet this tweet url253 …	['X', 'X', 'PUNCT', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'VERB', 'PRON', 'CCONJ', 'X', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'X', 'PUNCT']	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
587	1029	#dollyparton	0	0	['PROPN']	['O']	#dollyparton announces first tour in over 25 years #dollyparton ... #dollyparton url766	['PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADV', 'NUM', 'NOUN', 'X', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-PER	B-PER
589	1032	#designshanghai	20	20	['PROPN']	['O']	rt @user361 : deeply saddened by the news of zaha hadid 's passing , we remember her amazing work at #designshanghai 2016 . url224 …	['X', 'X', 'PUNCT', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
593	1039	#caveman	10	10	['PROPN']	['O']	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'PROPN', 'X', 'X', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
600	1048	k-pop	7	7	['PROPN']	['O']	"my friend : "" do you love k-pop ? you ’re not a korean . ” /// me : “ why ? do we need to be italian to love pizza ? ”"	['PRON', 'NOUN', 'PUNCT', 'PUNCT', 'AUX', 'PRON', 'VERB', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'PART', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'PRON', 'PUNCT', 'PUNCT', 'ADV', 'PUNCT', 'AUX', 'PRON', 'VERB', 'PART', 'AUX', 'PROPN', 'PART', 'VERB', 'NOUN', 'PUNCT', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
602	1051	sommelière	4	4	['PROPN']	['O']	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	['NOUN', 'PROPN', 'ADV', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
603	1051	#bestworldsommarg2016	14	14	['PROPN']	['O']	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	['NOUN', 'PROPN', 'ADV', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
608	1058	#xboxone	8	8	['PROPN']	['O']	rt @user1103 : who wants to win a #xboxone ? simply retweet to everyone & follow us to enter contest url947 url222 …	['X', 'X', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'PROPN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'PRON', 'CCONJ', 'VERB', 'PRON', 'PART', 'VERB', 'NOUN', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
612	1063	rp	9	9	['PROPN']	['O']	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	['X', 'X', 'PUNCT', 'SYM', 'NOUN', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'ADP', 'PRON', 'PRON', 'VERB', 'ADJ', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
613	1063	sls	15	15	['PROPN']	['O']	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	['X', 'X', 'PUNCT', 'SYM', 'NOUN', 'VERB', 'ADP', 'PROPN', 'VERB', 'PROPN', 'ADP', 'PRON', 'PRON', 'VERB', 'ADJ', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
615	1068	xmas	13	13	['PROPN']	['O']	#golfing #golfnews 1999 new in box mr christmas animated musical golfing santa 15 xmas ... url1119 url656	['X', 'X', 'NUM', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'VERB', 'PROPN', 'NUM', 'PROPN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
617	1075	#contestalert	3	3	['PROPN']	['O']	rt @user1270 : #contestalert show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADP', 'PROPN', 'ADP', 'NUM', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'PROPN', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']	B-MISC	O
618	1075	#sultantraileronsony	12	12	['PROPN']	['O']	rt @user1270 : #contestalert show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADP', 'PROPN', 'ADP', 'NUM', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'PROPN', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']	B-MISC	B-MISC
621	1077	#educatorsplaybook	3	3	['PROPN']	['O']	rt @user1048 : #educatorsplaybook : @user379 offers advice for high school athletes choosing colleges url572 url222 …	['X', 'X', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
630	1094	caravan	20	20	['PROPN']	['O']	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	['X', 'X', 'PUNCT', 'PROPN', 'DET', 'ADJ', 'PROPN', 'PROPN', 'VERB', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PRON', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
631	1094	#200daysmsg2	22	22	['PROPN']	['O']	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	['X', 'X', 'PUNCT', 'PROPN', 'DET', 'ADJ', 'PROPN', 'PROPN', 'VERB', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PRON', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
635	1097	#genstemgirls	9	9	['PROPN']	['O']	rt @user1914 : . @user888 is looking for some #genstemgirls to help make the world a better place . sounds like a job for girl scouts ! url218 …	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'PART', 'VERB', 'VERB', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']	B-MISC	O
638	1099	cns	16	16	['PROPN']	['O']	top catholic news * women leaders share their stories at vatican event : vatican city ( cns ) -- in the heart ... url542	['ADJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'PRON', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'X']	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
639	1100	#rednose4kids	7	7	['PROPN']	['O']	rt @user1111 : tweet or rt using #rednose4kids and @user1905 will donate $ 10 to end child poverty . #rednoseday url1607 …	['X', 'X', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'VERB', 'SYM', 'NUM', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
641	1111	#adidas	3	3	['PROPN']	['O']	"rt @user1351 : #adidas ultra boost on sale for $ 136 with code "" c6e2y23e "" and vip membership -> url687 url1572 …"	['X', 'X', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SYM', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'NOUN', 'SYM', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
642	1111	vip	17	17	['PROPN']	['O']	"rt @user1351 : #adidas ultra boost on sale for $ 136 with code "" c6e2y23e "" and vip membership -> url687 url1572 …"	['X', 'X', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SYM', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'NOUN', 'SYM', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
645	1114	#mets	11	11	['PROPN']	['O']	rt @user908 : . @user2642 plates cabrera to make it 3-0 #mets ! url728	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'VERB', 'PROPN', 'PART', 'VERB', 'PRON', 'NUM', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
649	1120	#seo	2	2	['PROPN']	['O']	#miguelramose url809 #seo will manually build 10 high pr web 2.0 pbn url1441	['X', 'X', 'PROPN', 'AUX', 'ADV', 'VERB', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'NUM', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
650	1120	pbn	11	11	['PROPN']	['O']	#miguelramose url809 #seo will manually build 10 high pr web 2.0 pbn url1441	['X', 'X', 'PROPN', 'AUX', 'ADV', 'VERB', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'NUM', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
654	1125	terra	1	1	['PROPN']	['O']	hello terra , teeshirts and hoodies are named by u ! order now ! : url577 . thank @user1666 url677	['INTJ', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'PRON', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'PUNCT', 'X', 'PUNCT', 'VERB', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-PER
656	1130	junior	4	4	['PROPN']	['O']	register now for the junior @user136 u8/10/12/14/16/19 - easter 2017 - just £ 290 pp	['VERB', 'ADV', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'PUNCT', 'ADV', 'SYM', 'NUM', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
661	1139	gdp	9	9	['PROPN']	['O']	rt @user994 : quality of life matters more than gdp . our infrastructure is at breaking point inside eu . #bbcqt url1486	['X', 'X', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'ADP', 'VERB', 'NOUN', 'ADV', 'PROPN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']	O	O
670	1169	#truelovethm	16	16	['PROPN']	['O']	#win a £ 50 voucher . valid at over 1 k restaurants to enter rt&f with #truelovethm & register url1039 url842	['VERB', 'DET', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'ADV', 'NUM', 'NUM', 'NOUN', 'PART', 'VERB', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'VERB', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
675	1181	#cleanupjnu	3	3	['PROPN']	['O']	rt @user1635 : #cleanupjnu agree with everything , but right to free speech has limits and the people need to understand that .. url223 …	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
684	1188	#marines	9	9	['PROPN']	['O']	rt @user468 : 71 years ago today , @user1412 #marines began the battle for iwo jima . url308	['X', 'X', 'PUNCT', 'NUM', 'NOUN', 'ADV', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O']	B-ORG	B-ORG
688	1203	#abb	2	2	['PROPN']	['O']	watch this #abb video : url1439 - ron popper talks about human rights and its importance for abb url793	['VERB', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']	B-MISC	O
698	1223	#ralphlauren	8	8	['PROPN']	['O']	classy range of #men #footwear for him featuring #ralphlauren #tods #originalpenguin & more ! url251 url1503	['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'ADJ', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-PER	B-ORG
699	1223	#tods	9	9	['PROPN']	['O']	classy range of #men #footwear for him featuring #ralphlauren #tods #originalpenguin & more ! url251 url1503	['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'ADJ', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-PER	B-ORG
700	1223	#originalpenguin	10	10	['PROPN']	['O']	classy range of #men #footwear for him featuring #ralphlauren #tods #originalpenguin & more ! url251 url1503	['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'ADJ', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-PER	B-ORG
701	1230	ca	8	8	['PROPN']	['O']	9917 s mission blvd , jurupa valley , ca 92509 sold on 6/17/16 listed for $ 385,000 sold for … url1235	['NUM', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'VERB', 'ADP', 'NUM', 'VERB', 'ADP', 'SYM', 'NUM', 'VERB', 'ADP', 'PUNCT', 'X']	['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
702	1231	modest	3	3	['PROPN']	['O']	rt @user1933 : modest literally trapped zayn holy	['X', 'X', 'PUNCT', 'PROPN', 'ADV', 'VERB', 'PROPN', 'ADV']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']	B-MISC	O
705	1241	subhan	3	3	['PROPN']	['O']	rt @user1126 : subhan ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …	['X', 'X', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
706	1241	allah	5	5	['PROPN']	['O']	rt @user1126 : subhan ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …	['X', 'X', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
707	1242	lpg	10	10	['PROPN']	['O']	rt @user2285 : massive mission to be launched to provide lpg connections to bpl households : fm	['X', 'X', 'PUNCT', 'ADJ', 'NOUN', 'PART', 'AUX', 'VERB', 'PART', 'VERB', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']	O	O
709	1248	k-5	7	7	['PROPN']	['O']	2015 - 2016 donald publishing award winners k-5 . #authorstea @user373 @user1834 url949	['NUM', 'PUNCT', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'X']	['B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
713	1253	#rhony	5	5	['PROPN']	['O']	rt @user88 : really good #rhony tonight .	['X', 'X', 'PUNCT', 'ADV', 'ADJ', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
