Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet	Candidate Label
uk	['PROPN']	['O']	['PROPN']	['B-PER']	i totally agree ban islam uk url512	i totally agree ban islam <[uk]> url512
@user397	['PROPN']	['O']	['PROPN']	B-PER	@user397 we love you ekpe please !!	<[@user397]> we love you ekpe please !!
ekpe	['PROPN']	['O']	['PROPN']	['B-MISC']	@user397 we love you ekpe please !!	@user397 we love you <[ekpe]> please !!
march	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …	rt @user576 : whoo ! on <[march]> 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …
@user1059	['PROPN']	['O']	['NOUN']	B-PER	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit @user1059 !! mark your calendars ! url221 …	rt @user576 : whoo ! on march 16th i 'll be having a charity stream on twitch to benefit <[@user1059]> !! mark your calendars ! url221 …
@user1503	['PROPN']	['O']	['PROPN']	B-PER	@user1503 most of them think they are little experts especially if u r at that shea one	<[@user1503]> most of them think they are little experts especially if u r at that shea one
iu	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2619 : rt iuqties : do n't forget that ftisland 's jaejin also is a fan of iu ! 😂 url1124	rt @user2619 : rt iuqties : do n't forget that ftisland 's jaejin also is a fan of <[iu]> ! 😂 url1124
@user2235	['PROPN']	['O']	['NUM']	B-PER	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	<[@user2235]> @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user192	['PROPN']	['O']	['NUM']	B-PER	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	@user2235 <[@user192]> @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user191	['PROPN']	['O']	['NUM']	B-PER	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	@user2235 @user192 <[@user191]> @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user55	['PROPN']	['O']	['NUM']	B-PER	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	@user2235 @user192 @user191 <[@user55]> thanks for gant btw hope 2 months of kelly johnson was worth it last year
@user1795	['PROPN']	['O']	['NUM']	B-PER	@user1795 absolutely	<[@user1795]> absolutely
@user1985	['PROPN']	['O']	['PROPN']	['B-PER']	@user1985 @user1943 why is the ups man lying dead on your living room floor ?	<[@user1985]> @user1943 why is the ups man lying dead on your living room floor ?
@user1943	['PROPN']	['O']	['PROPN']	['B-PER']	@user1985 @user1943 why is the ups man lying dead on your living room floor ?	@user1985 <[@user1943]> why is the ups man lying dead on your living room floor ?
#9thehabibs	['PROPN']	['O']	['PROPN']	['B-MISC']	watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂	watching <[#9thehabibs]> is like hanging out with my in - laws . yella habibi ! 😂
yella habibi	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂	watching #9thehabibs is like hanging out with my in - laws . <[yella <[yella]> ! 😂
@user104	['PROPN']	['O']	['NOUN']	B-PER	rt @user982 : this for you @user104 url1130	rt @user982 : this for you <[@user104]> url1130
@user986	['PROPN']	['O']	['PROPN']	B-PER	new lara vapnyer in @user986 this week ! :d this will be my special treat after i am finished teaching for the day . hearts	new lara vapnyer in <[@user986]> this week ! :d this will be my special treat after i am finished teaching for the day . hearts
@user728	['PROPN']	['O']	['PROPN']	B-PER	@user728 so to hai	<[@user728]> so to hai
@user400	['PROPN']	['O']	['PROPN']	B-PER	rt @user100 : congratulations to @user400 on topping our march goal of the month poll ! watch it here : url1551 url225 …	rt @user100 : congratulations to <[@user400]> on topping our march goal of the month poll ! watch it here : url1551 url225 …
march	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user100 : congratulations to @user400 on topping our march goal of the month poll ! watch it here : url1551 url225 …	rt @user100 : congratulations to @user400 on topping our <[march]> goal of the month poll ! watch it here : url1551 url225 …
po ako	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655	rt @user2298 : uhm funny <[po <[po]> 😹 thank you po ! #stbratsexhibit url655
po	['PROPN']	['O']	['PROPN']	['O']	rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655	rt @user2298 : uhm funny po ako 😹 thank you <[po]> ! #stbratsexhibit url655
@user1611	['PROPN']	['O']	['PROPN']	['B-PER']	@user1611 strangers not allowed sorry	<[@user1611]> strangers not allowed sorry
@user2426	['PROPN']	['O']	['NUM']	B-PER	could n't tweet on way back down bc i was carrying jug ... @user2426 url467	could n't tweet on way back down bc i was carrying jug ... <[@user2426]> url467
@user549	['PROPN']	['O']	['X']	B-PER	"rt @user40 : wenger : "" we are a bit short on goal scored . we will try to certainly strengthen in that department . "" [ @user549 ] htt …"	"rt @user40 : wenger : "" we are a bit short on goal scored . we will try to certainly strengthen in that department . "" [ <[@user549]> ] htt …"
keen	['PROPN']	['O']	['PROPN']	['B-MISC']	url824 retweeted i 'm in the arndale centre i have 8 hours to wait for the signing talk about keen url690	url824 retweeted i 'm in the arndale centre i have 8 hours to wait for the signing talk about <[keen]> url690
@user2187	['PROPN']	['O']	['NOUN']	B-PER	@user2187 turn my notifications off so you do n't see my 200 mispellings out of 200 tweets	<[@user2187]> turn my notifications off so you do n't see my 200 mispellings out of 200 tweets
@user2134	['PROPN']	['O']	['NOUN']	B-PER	@user2134 follow back ... i need to dm you	<[@user2134]> follow back ... i need to dm you
@user1824	['PROPN']	['O']	['PROPN']	['B-PER']	dear @user1824 's girlfriend . you won the guy we all dreamed of having . so please . do us a favor . hold him and never let him go .	dear <[@user1824]> 's girlfriend . you won the guy we all dreamed of having . so please . do us a favor . hold him and never let him go .
@user1559	['PROPN']	['O']	['PROPN']	B-PER	@user1559 i have	<[@user1559]> i have
#teenchoice	['PROPN']	['O']	['PROPN']	['O']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my <[#teenchoice]> nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears
#socialmediaqueen	['PROPN']	['O']	['PROPN']	['O']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my #teenchoice nominee for <[#socialmediaqueen]> #choicefemalehottie #choiceinstagrammer is britney spears
#choicefemalehottie	['PROPN']	['O']	['PROPN']	['O']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my #teenchoice nominee for #socialmediaqueen <[#choicefemalehottie]> #choiceinstagrammer is britney spears
#choiceinstagrammer	['PROPN']	['O']	['PROPN']	['B-MISC']	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie <[#choiceinstagrammer]> is britney spears
@user913	['PROPN']	['O']	['NOUN']	B-PER	rt @user637 : underground clinics in turkey treating syria 's wounded jihadist terrorists to fight on url539 via @user913 …	rt @user637 : underground clinics in turkey treating syria 's wounded jihadist terrorists to fight on url539 via <[@user913]> …
@user1825	['PROPN']	['O']	['PROPN']	B-PER	@user1825 @user2546 i was trying to be as nice as i could without blowing up or cussing	<[@user1825]> @user2546 i was trying to be as nice as i could without blowing up or cussing
@user2546	['PROPN']	['O']	['PROPN']	B-PER	@user1825 @user2546 i was trying to be as nice as i could without blowing up or cussing	@user1825 <[@user2546]> i was trying to be as nice as i could without blowing up or cussing
@user2479	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user634 : hugely proud to have won a @user2479 innovation excellence award for our #graphicmedicine #comics ! url1216 …	rt @user634 : hugely proud to have won a <[@user2479]> innovation excellence award for our #graphicmedicine #comics ! url1216 …
asif siddiqui daily	['PROPN', 'PROPN', 'PROPN']	['O', 'O', 'O']	['PROPN', 'PROPN', 'PROPN']	['B-MISC', 'I-MISC', 'I-MISC']	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the <[asif siddiqui <[asif]> ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie
@user2204	['PROPN']	['O']	['NOUN']	B-PER	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the asif siddiqui daily ! url1500 thanks to <[@user2204]> @user1267 @user2577 #food #foodie
@user1267	['PROPN']	['O']	['NOUN']	B-PER	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the asif siddiqui daily ! url1500 thanks to @user2204 <[@user1267]> @user2577 #food #foodie
@user2577	['PROPN']	['O']	['NUM']	B-PER	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 <[@user2577]> #food #foodie
friday	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	rt @user777 : <[friday]> night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178
#sdcc2016	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	rt @user777 : friday night at <[#sdcc2016]> with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178
@user1679	['PROPN']	['O']	['PROPN']	B-PER	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	rt @user777 : friday night at #sdcc2016 with sis , <[@user1679]> covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178
marathon filibuster	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	""" in marathon filibuster , democrats call for gun limits "" by jonah engel bromwich via nyt the new york times url916"	""" in <[marathon <[marathon]> , democrats call for gun limits "" by jonah engel bromwich via nyt the new york times url916"
@user598	['PROPN']	['O']	['NOUN']	B-PER	@user598 probably a fake stomach	<[@user598]> probably a fake stomach
#hyderabad	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user559 : join us in #hyderabad for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …	rt @user559 : join us in <[#hyderabad]> for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …
#smartmapp	['PROPN']	['O']	['PROPN']	['O']	rt @user559 : join us in #hyderabad for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …	rt @user559 : join us in #hyderabad for hands - on experience with <[#smartmapp]> technology ! #igniteyourmapp url747 htt …
@user2144	['PROPN']	['O']	['NUM']	B-PER	rt @user2144 : @user2144 like pay attention to me ugh	rt @user2144 : <[@user2144]> like pay attention to me ugh
@user2162	['PROPN']	['O']	['PROPN']	B-PER	rt @user2097 : @user2162 stop comparing fergie to iggy because fergie is so talented & ti writes iggys music ( when she had hits ) double …	rt @user2097 : <[@user2162]> stop comparing fergie to iggy because fergie is so talented & ti writes iggys music ( when she had hits ) double …
@user1813	['PROPN']	['O']	['PROPN']	B-PER	@user1813 how has your day been ? i hope it 's been amazing . 😊	<[@user1813]> how has your day been ? i hope it 's been amazing . 😊
june	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1990 : oneplus 3 to come to india 15th june will start at rs. 23999 url951 #oneplus #india #oneplus3	rt @user1990 : oneplus 3 to come to india 15th <[june]> will start at rs. 23999 url951 #oneplus #india #oneplus3
rs.	['PROPN']	['O']	['PROPN']	['O']	rt @user1990 : oneplus 3 to come to india 15th june will start at rs. 23999 url951 #oneplus #india #oneplus3	rt @user1990 : oneplus 3 to come to india 15th june will start at <[rs.]> 23999 url951 #oneplus #india #oneplus3
#gameofthrones s5	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['B-MISC', 'I-MISC']	rt @user2549 : rt this tweet to win tickets to an exclusive london #gameofthrones s5 screening on march 14 ! uk only - closes 3/3 ! url224 …	rt @user2549 : rt this tweet to win tickets to an exclusive london <[#gameofthrones <[#gameofthrones]> screening on march 14 ! uk only - closes 3/3 ! url224 …
march	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2549 : rt this tweet to win tickets to an exclusive london #gameofthrones s5 screening on march 14 ! uk only - closes 3/3 ! url224 …	rt @user2549 : rt this tweet to win tickets to an exclusive london #gameofthrones s5 screening on <[march]> 14 ! uk only - closes 3/3 ! url224 …
@user638	['PROPN']	['O']	['PROPN']	B-PER	@user638 hey baby thanks for being the best . so glad you 're all mine 😘😘😘💘	<[@user638]> hey baby thanks for being the best . so glad you 're all mine 😘😘😘💘
pc	['PROPN']	['O']	['PROPN']	['O']	rt @user511 : asus gaming pc giveaway follow me & @user490 turn on mobile notifications retweet this tweet url253 …	rt @user511 : asus gaming <[pc]> giveaway follow me & @user490 turn on mobile notifications retweet this tweet url253 …
@user2647	['PROPN']	['O']	['PROPN']	B-PER	@user2647 hit the weights 🐱	<[@user2647]> hit the weights 🐱
@user1242	['PROPN']	['O']	['X']	B-PER	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	<[@user1242]> @user1620 @user2170 @user2061 thanks lovely brother !
@user1620	['PROPN']	['O']	['X']	B-PER	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	@user1242 <[@user1620]> @user2170 @user2061 thanks lovely brother !
@user2170	['PROPN']	['O']	['NUM']	B-PER	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	@user1242 @user1620 <[@user2170]> @user2061 thanks lovely brother !
@user2061	['PROPN']	['O']	['X']	B-PER	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	@user1242 @user1620 @user2170 <[@user2061]> thanks lovely brother !
@user121	['PROPN']	['O']	['NOUN']	B-PER	istanbul airport attack : 23 turks , at least 10 foreign nationals killed , officials say , as ... url880 via @user121	istanbul airport attack : 23 turks , at least 10 foreign nationals killed , officials say , as ... url880 via <[@user121]>
@user1142	['PROPN']	['O']	['PROPN']	B-PER	@user1142 yeah . ignored need basically .	<[@user1142]> yeah . ignored need basically .
#dollyparton	['PROPN']	['O']	['PROPN']	['B-PER']	#dollyparton announces first tour in over 25 years #dollyparton ... #dollyparton url766	<[#dollyparton]> announces first tour in over 25 years #dollyparton ... #dollyparton url766
@user2264	['PROPN']	['O']	['PROPN']	B-PER	@user2264 lmfaooooo i wish i could rt that . you are honest af	<[@user2264]> lmfaooooo i wish i could rt that . you are honest af
#designshanghai	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user361 : deeply saddened by the news of zaha hadid 's passing , we remember her amazing work at #designshanghai 2016 . url224 …	rt @user361 : deeply saddened by the news of zaha hadid 's passing , we remember her amazing work at <[#designshanghai]> 2016 . url224 …
@user2227	['PROPN']	['O']	['PROPN']	B-PER	i saw this early & thought it was pretty fun to watch ! @user2227 was great ! are you going to see it ? 🎬🎥 url370	i saw this early & thought it was pretty fun to watch ! <[@user2227]> was great ! are you going to see it ? 🎬🎥 url370
rugby league	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	what a tough half of rugby league ! impressed with our uncompromising defence , it 's a big effort to nil leeds in a half ! #wire	what a tough half of <[rugby <[rugby]> ! impressed with our uncompromising defence , it 's a big effort to nil leeds in a half ! #wire
@user103	['PROPN']	['O']	['PROPN']	B-PER	@user103 intension makes the difference	<[@user103]> intension makes the difference
#caveman	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	rt @user60 : it 's a strong look ! the <[#caveman]> gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …
@user1489	['PROPN']	['O']	['NOUN']	B-PER	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by <[@user1489]> bowler @user202 #teamaffinity #gymferret 👊💪 url217 …
@user202	['PROPN']	['O']	['NOUN']	B-PER	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler <[@user202]> #teamaffinity #gymferret 👊💪 url217 …
@user560	['PROPN']	['O']	['PROPN']	B-PER	rt @user865 : @user560 that was good .. he was a little bit better today and enjoyed sun and garden :-)) have a good nite .. see ye	rt @user865 : <[@user560]> that was good .. he was a little bit better today and enjoyed sun and garden :-)) have a good nite .. see ye
@user1977	['PROPN']	['O']	['PROPN']	B-PER	@user1977 @user2111 follow me pls	<[@user1977]> @user2111 follow me pls
@user2111	['PROPN']	['O']	['NUM']	B-PER	@user1977 @user2111 follow me pls	@user1977 <[@user2111]> follow me pls
@user390	['PROPN']	['O']	['PROPN']	['B-PER']	@user390 a1 ) stutterheim asked attendees to dress in white as a tribute to his brother miles #edmlispecial #sensationindia #hyderabad	<[@user390]> a1 ) stutterheim asked attendees to dress in white as a tribute to his brother miles #edmlispecial #sensationindia #hyderabad
k-pop	['PROPN']	['O']	['PROPN', 'PROPN', 'PROPN']	['B-MISC']	"my friend : "" do you love k-pop ? you ’re not a korean . ” /// me : “ why ? do we need to be italian to love pizza ? ”"	"my friend : "" do you love <[k-pop]> ? you ’re not a korean . ” /// me : “ why ? do we need to be italian to love pizza ? ”"
@user2339	['PROPN']	['O']	['PROPN']	B-PER	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	congrats <[@user2339]> 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!
sommelière	['PROPN']	['O']	['PROPN']	['O']	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	congrats @user2339 2nd best <[sommelière]> in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!
#bestworldsommarg2016	['PROPN']	['O']	['PROPN']	['B-MISC']	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at <[#bestworldsommarg2016]> . #vamospaz felicidades !!!
@user1748	['PROPN']	['O']	['PROPN']	B-PER	@user1748 @user299 aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol	<[@user1748]> @user299 aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol
@user299	['PROPN']	['O']	['NOUN']	B-PER	@user1748 @user299 aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol	@user1748 <[@user299]> aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol
@user1440	['PROPN']	['O']	['PROPN']	B-PER	want a chance to win some prizes from @user1440 ? just head over to @user2630 and enter ! url856	want a chance to win some prizes from <[@user1440]> ? just head over to @user2630 and enter ! url856
@user2630	['PROPN']	['O']	['X']	B-PER	want a chance to win some prizes from @user1440 ? just head over to @user2630 and enter ! url856	want a chance to win some prizes from @user1440 ? just head over to <[@user2630]> and enter ! url856
#xboxone	['PROPN']	['O']	['PROPN']	['O']	rt @user1103 : who wants to win a #xboxone ? simply retweet to everyone & follow us to enter contest url947 url222 …	rt @user1103 : who wants to win a <[#xboxone]> ? simply retweet to everyone & follow us to enter contest url947 url222 …
friday	['PROPN']	['O']	['PROPN']	['B-MISC']	i 'm gon na kms just got txt saying we have practice like wth it 's friday i got plans	i 'm gon na kms just got txt saying we have practice like wth it 's <[friday]> i got plans
@user2424	['PROPN']	['O']	['X']	B-PER	@user2424 their *****	<[@user2424]> their *****
@user1240	['PROPN']	['O']	['PROPN']	B-PER	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	rt @user1466 : // guys shoutout to <[@user1240]> go rp with him he needs more sls !
rp	['PROPN']	['O']	['PROPN']	['O']	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	rt @user1466 : // guys shoutout to @user1240 go <[rp]> with him he needs more sls !
sls	['PROPN']	['O']	['PROPN']	['O']	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more <[sls]> !
@user1555	['PROPN']	['O']	['NOUN']	B-PER	"@user1555 lmaoooo my whole history "" 😂 """	"<[@user1555]> lmaoooo my whole history "" 😂 """
xmas	['PROPN']	['O']	['PROPN']	['B-MISC']	#golfing #golfnews 1999 new in box mr christmas animated musical golfing santa 15 xmas ... url1119 url656	#golfing #golfnews 1999 new in box mr christmas animated musical golfing santa 15 <[xmas]> ... url1119 url656
@user68	['PROPN']	['O']	['NOUN']	B-PER	rt @user1089 : more : some of hospitalized got critical trauma stab wounds url1307 pic by @user68 #sacramento url219 …	rt @user1089 : more : some of hospitalized got critical trauma stab wounds url1307 pic by <[@user68]> #sacramento url219 …
#contestalert	['PROPN']	['O']	['PROPN']	['O']	rt @user1270 : #contestalert show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	rt @user1270 : <[#contestalert]> show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !
#sultantraileronsony	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1270 : #contestalert show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	rt @user1270 : #contestalert show us some love ! gear up for <[#sultantraileronsony]> at 7 pm because it 's sultan trailer day !
@user1060	['PROPN']	['O']	['NUM']	B-PER	end of 1st : condors up 2 - 1 with goals from @user1060 & @user1214 . #condorstown	end of 1st : condors up 2 - 1 with goals from <[@user1060]> & @user1214 . #condorstown
@user1214	['PROPN']	['O']	['X']	B-PER	end of 1st : condors up 2 - 1 with goals from @user1060 & @user1214 . #condorstown	end of 1st : condors up 2 - 1 with goals from @user1060 & <[@user1214]> . #condorstown
#educatorsplaybook	['PROPN']	['O']	['PROPN']	['O']	rt @user1048 : #educatorsplaybook : @user379 offers advice for high school athletes choosing colleges url572 url222 …	rt @user1048 : <[#educatorsplaybook]> : @user379 offers advice for high school athletes choosing colleges url572 url222 …
@user379	['PROPN']	['O']	['NOUN']	B-PER	rt @user1048 : #educatorsplaybook : @user379 offers advice for high school athletes choosing colleges url572 url222 …	rt @user1048 : #educatorsplaybook : <[@user379]> offers advice for high school athletes choosing colleges url572 url222 …
@user523	['PROPN']	['O']	['PROPN']	B-PER	@user523 okay i see you getting a little color in yo skin	<[@user523]> okay i see you getting a little color in yo skin
@user2279	['PROPN']	['O']	['PROPN']	B-PER	@user2279 lolol .. i cant remember which site but it was postes while bap was in north america	<[@user2279]> lolol .. i cant remember which site but it was postes while bap was in north america
@user2472	['PROPN']	['O']	['PROPN']	B-PER	@user2472 please submit a request and tweet back your ticket so we can help to resolve this issue : url1328 thanks ! * mh	<[@user2472]> please submit a request and tweet back your ticket so we can help to resolve this issue : url1328 thanks ! * mh
july	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user172 : today is july 396th and still no frank ocean album	rt @user172 : today is <[july]> 396th and still no frank ocean album
valentine	['PROPN']	['O']	['PROPN']	['B-MISC']	📷 erzascrlt : happy valentine ’s day from aqours 💖 url785	📷 erzascrlt : happy <[valentine]> ’s day from aqours 💖 url785
@user1581	['PROPN']	['O']	['NUM']	B-PER	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	rt @user615 : <[@user1581]> this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …
carvan vl	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	rt @user615 : @user1581 this unstoppable <[carvan <[carvan]> go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …
caravan	['PROPN']	['O']	['PROPN']	['O']	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this <[caravan]> ! #200daysmsg2 s a bash …
#200daysmsg2	['PROPN']	['O']	['PROPN']	['O']	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! <[#200daysmsg2]> s a bash …
@user1086	['PROPN']	['O']	['PROPN']	B-PER	rt @user2520 : can not wait to see @user1086 's latest masterpieces at the btc premiere ! ✨ url1014	rt @user2520 : can not wait to see <[@user1086]> 's latest masterpieces at the btc premiere ! ✨ url1014
@user2582	['PROPN']	['O']	['NOUN']	B-PER	i just earned the ' newbie ' badge on @user2582 ! url716	i just earned the ' newbie ' badge on <[@user2582]> ! url716
@user888	['PROPN']	['O']	['PROPN']	B-PER	rt @user1914 : . @user888 is looking for some #genstemgirls to help make the world a better place . sounds like a job for girl scouts ! url218 …	rt @user1914 : . <[@user888]> is looking for some #genstemgirls to help make the world a better place . sounds like a job for girl scouts ! url218 …
#genstemgirls	['PROPN']	['O']	['PROPN']	['O']	rt @user1914 : . @user888 is looking for some #genstemgirls to help make the world a better place . sounds like a job for girl scouts ! url218 …	rt @user1914 : . @user888 is looking for some <[#genstemgirls]> to help make the world a better place . sounds like a job for girl scouts ! url218 …
nike sb	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['B-ORG', 'I-ORG']	new nike sb : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779	new <[nike <[nike]> : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779
wednesday apr-6-2016	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'NUM', 'NOUN', 'NUM']	['B-MISC', 'I-MISC', 'MISC', 'MISC']	new nike sb : £ 15.00 ( 0 bids ) end date : wednesday apr-6-2016 17:28:16 bstbid now | add to watch list url779	new nike sb : £ 15.00 ( 0 bids ) end date : <[wednesday <[wednesday]> 17:28:16 bstbid now | add to watch list url779
cns	['PROPN']	['O']	['PROPN']	['B-MISC']	top catholic news * women leaders share their stories at vatican event : vatican city ( cns ) -- in the heart ... url542	top catholic news * women leaders share their stories at vatican event : vatican city ( <[cns]> ) -- in the heart ... url542
#rednose4kids	['PROPN']	['O']	['PROPN']	['O']	rt @user1111 : tweet or rt using #rednose4kids and @user1905 will donate $ 10 to end child poverty . #rednoseday url1607 …	rt @user1111 : tweet or rt using <[#rednose4kids]> and @user1905 will donate $ 10 to end child poverty . #rednoseday url1607 …
@user1905	['PROPN']	['O']	['NOUN']	B-PER	rt @user1111 : tweet or rt using #rednose4kids and @user1905 will donate $ 10 to end child poverty . #rednoseday url1607 …	rt @user1111 : tweet or rt using #rednose4kids and <[@user1905]> will donate $ 10 to end child poverty . #rednoseday url1607 …
